plk-invoice-number,xyz-branch,city-ghh-998,type-usr-search,gender,category-catalog-dsp,cost of goods sold,sale,dateddmmyyy,time,payment-type-full,review
373-14-0504,A,Nueva York,Member,Female,Sports and travel,143.26,150.423,02/12/2019,14:33,Ewallet,8.8
546-80-2899,A,Nueva York,Member,Male,Home and lifestyle,75.38,79.149,2/20/2019,15:29,Ewallet,9.5
345-68-9016,C,Houston,Member,Female,Sports and travel,253.36,266.028,01/02/2019,16:19,Credit card,5.6
390-17-5806,C,Houston,Member,Female,Food and beverages,38.42,40.341,02/02/2019,16:33,Cash,8.6
457-13-1708,B,Chicago,Member,Male,Fashion accessories,652.3,684.915,01/08/2019,19:07,Credit card,5.2
664-14-2882,C,Houston,Member,Female,Home and lifestyle,52.65,55.2825,1/30/2019,14:43,Credit card,5.8
487-79-6868,B,Chicago,Member,Female,Home and lifestyle,110.61,116.1405,3/26/2019,19:28,Credit card,8
314-23-4520,C,Houston,Member,Male,Health and beauty,568.61,597.0405,1/15/2019,20:44,Cash,9
210-30-7976,B,Chicago,Member,Female,Fashion accessories,89.28,93.744,3/14/2019,11:16,Ewallet,4.1
585-86-8361,A,Nueva York,Normal,Female,Food and beverages,136.4,143.22,02/03/2019,10:31,Credit card,8.6
807-14-7833,A,Nueva York,Member,Female,Electronic accessories,174.2,182.91,2/22/2019,12:30,Ewallet,7
775-72-1988,B,Chicago,Normal,Male,Home and lifestyle,366.4,384.72,1/24/2019,15:05,Ewallet,8.4
288-38-3758,C,Houston,Member,Female,Fashion accessories,254.61,267.3405,1/25/2019,18:30,Ewallet,7.4
652-43-6591,A,Nueva York,Normal,Female,Fashion accessories,778.32,817.236,03/09/2019,13:18,Credit card,6.2
785-96-0615,B,Chicago,Member,Female,Electronic accessories,285.92,300.216,2/17/2019,15:28,Ewallet,4.9
406-46-7107,A,Nueva York,Normal,Female,Home and lifestyle,579.12,608.076,01/11/2019,11:52,Cash,4.5
250-17-5703,A,Nueva York,Member,Male,Food and beverages,188.5,197.925,2/27/2019,18:24,Ewallet,5.6
156-95-3964,A,Nueva York,Normal,Female,Food and beverages,221.56,232.638,3/25/2019,15:19,Ewallet,8
842-40-8179,B,Chicago,Member,Female,Food and beverages,772,810.6,02/11/2019,10:38,Credit card,5.6
525-09-8450,B,Chicago,Normal,Male,Electronic accessories,721.3,757.365,1/31/2019,15:12,Credit card,4.2
410-67-1709,A,Nueva York,Member,Female,Fashion accessories,511.04,536.592,1/20/2019,17:48,Ewallet,9.9
587-73-4862,A,Nueva York,Member,Female,Health and beauty,53.45,56.1225,3/26/2019,11:07,Ewallet,7.6
787-87-2010,A,Nueva York,Member,Male,Health and beauty,222,233.1,1/20/2019,15:48,Credit card,6.6
593-14-4239,B,Chicago,Normal,Female,Home and lifestyle,763.68,801.864,03/05/2019,19:40,Ewallet,4.7
801-88-0346,C,Houston,Normal,Female,Fashion accessories,228.18,239.589,01/05/2019,20:30,Credit card,9.8
388-76-2555,B,Chicago,Normal,Male,Sports and travel,82.14,86.247,2/13/2019,13:59,Cash,6.3
711-31-1234,B,Chicago,Normal,Female,Electronic accessories,382.56,401.688,3/16/2019,18:51,Cash,7.9
886-54-6089,A,Nueva York,Normal,Female,Home and lifestyle,68.58,72.009,1/15/2019,17:24,Cash,7.7
707-32-7409,B,Chicago,Member,Female,Sports and travel,382.16,401.268,2/26/2019,11:58,Ewallet,4.5
759-98-4285,C,Houston,Member,Female,Health and beauty,601.09,631.1445,2/27/2019,19:01,Credit card,8
201-63-8275,C,Houston,Member,Female,Sports and travel,475.93,499.7265,2/17/2019,16:50,Ewallet,5.7
471-06-8611,C,Houston,Normal,Female,Food and beverages,52.42,55.041,02/06/2019,10:22,Credit card,6.3
200-16-5952,C,Houston,Member,Male,Food and beverages,131.3,137.865,1/17/2019,16:46,Cash,6
120-54-2248,B,Chicago,Normal,Female,Food and beverages,144.3,151.515,1/22/2019,18:08,Credit card,8
102-77-2261,C,Houston,Member,Male,Health and beauty,457.17,480.0285,03/05/2019,18:02,Credit card,4.2
875-31-8302,B,Chicago,Normal,Male,Sports and travel,93.38,98.049,01/03/2019,13:07,Cash,9.6
102-06-2002,C,Houston,Member,Male,Sports and travel,126.25,132.5625,3/20/2019,17:52,Cash,6.1
457-94-0464,B,Chicago,Member,Male,Electronic accessories,790.83,830.3715,1/31/2019,20:32,Ewallet,5.6
629-42-4133,C,Houston,Normal,Male,Health and beauty,174.4,183.12,2/19/2019,19:24,Cash,8.3
534-53-3526,A,Nueva York,Normal,Female,Sports and travel,379.04,397.992,02/11/2019,16:06,Ewallet,7.8
307-04-2070,A,Nueva York,Member,Female,Fashion accessories,30.62,32.151,02/05/2019,14:14,Credit card,4.1
468-99-7231,C,Houston,Normal,Female,Home and lifestyle,352.08,369.684,03/03/2019,17:36,Cash,8.8
516-77-6464,C,Houston,Member,Female,Health and beauty,50.8,53.34,2/24/2019,13:08,Ewallet,4.1
404-91-5964,A,Nueva York,Normal,Male,Electronic accessories,522.06,548.163,02/04/2019,16:09,Credit card,9
886-77-9084,C,Houston,Normal,Male,Electronic accessories,575.12,603.876,2/19/2019,11:33,Ewallet,5.5
790-38-4466,C,Houston,Normal,Female,Health and beauty,54.95,57.6975,1/23/2019,10:18,Credit card,9.3
704-10-4056,C,Houston,Member,Male,Health and beauty,181.41,190.4805,1/14/2019,10:55,Credit card,5.6
497-37-6538,A,Nueva York,Normal,Male,Sports and travel,412.37,432.9885,1/17/2019,15:15,Ewallet,9.7
651-96-5970,A,Nueva York,Normal,Male,Fashion accessories,46.41,48.7305,03/03/2019,20:06,Credit card,4
400-80-4065,C,Houston,Member,Male,Health and beauty,274.2,287.91,2/15/2019,20:21,Credit card,9.2
744-16-7898,B,Chicago,Normal,Female,Home and lifestyle,973.7,1022.385,1/15/2019,13:48,Credit card,4.9
263-12-5321,A,Nueva York,Member,Male,Electronic accessories,648.2,680.61,2/27/2019,12:52,Credit card,9.3
702-72-0487,A,Nueva York,Normal,Female,Electronic accessories,93.22,97.881,2/26/2019,12:28,Credit card,6.6
605-83-1050,B,Chicago,Normal,Male,Fashion accessories,54.36,57.078,3/15/2019,16:26,Ewallet,4.3
443-60-9639,C,Houston,Member,Female,Home and lifestyle,60.87,63.9135,1/24/2019,13:24,Cash,5.5
864-24-7918,A,Nueva York,Member,Female,Sports and travel,244.9,257.145,2/22/2019,15:15,Cash,8.1
359-94-5395,B,Chicago,Normal,Male,Health and beauty,92.78,97.419,3/15/2019,10:50,Credit card,9.8
401-09-4232,C,Houston,Member,Male,Home and lifestyle,433.45,455.1225,02/11/2019,18:38,Ewallet,9.4
751-15-6198,B,Chicago,Normal,Male,Sports and travel,138.06,144.963,01/12/2019,16:45,Ewallet,7.9
324-41-6833,C,Houston,Member,Female,Electronic accessories,241.6,253.68,03/03/2019,19:30,Ewallet,5.1
474-33-8305,C,Houston,Member,Male,Fashion accessories,471.73,495.3165,3/23/2019,13:23,Ewallet,6.9
759-29-9521,A,Nueva York,Member,Female,Fashion accessories,440.64,462.672,03/04/2019,11:27,Cash,8
831-81-6575,B,Chicago,Member,Female,Electronic accessories,680.31,714.3255,2/23/2019,11:12,Cash,8
220-68-6701,A,Nueva York,Normal,Female,Home and lifestyle,309.88,325.374,3/17/2019,16:36,Cash,4.2
618-34-8551,A,Nueva York,Normal,Female,Sports and travel,186.36,195.678,1/16/2019,18:41,Credit card,8.5
257-60-7754,A,Nueva York,Normal,Female,Electronic accessories,200.92,210.966,01/08/2019,17:12,Cash,9
559-61-5987,B,Chicago,Normal,Female,Health and beauty,17.75,18.6375,1/14/2019,10:38,Cash,8.6
189-55-2313,C,Houston,Normal,Female,Fashion accessories,621.8,652.89,1/31/2019,10:33,Ewallet,6
565-91-4567,B,Chicago,Normal,Male,Health and beauty,86,90.3,3/15/2019,14:38,Ewallet,6.2
380-60-5336,A,Nueva York,Normal,Female,Electronic accessories,402.6,422.73,2/24/2019,18:06,Credit card,5
815-04-6282,C,Houston,Member,Female,Sports and travel,324.85,341.0925,02/08/2019,12:52,Credit card,6.5
674-56-6360,A,Nueva York,Normal,Male,Electronic accessories,95.15,99.9075,3/22/2019,14:00,Cash,6
778-34-2523,A,Nueva York,Member,Female,Electronic accessories,388.96,408.408,1/24/2019,10:57,Cash,5
499-27-7781,B,Chicago,Normal,Female,Food and beverages,425.68,446.964,3/14/2019,16:45,Ewallet,5
477-59-2456,C,Houston,Normal,Female,Fashion accessories,318.08,333.984,1/23/2019,11:15,Cash,9.2
832-51-6761,A,Nueva York,Normal,Male,Food and beverages,271.04,284.592,1/19/2019,20:29,Ewallet,9.6
869-11-3082,B,Chicago,Member,Male,Health and beauty,384.64,403.872,1/27/2019,20:03,Credit card,8.4
190-59-3964,B,Chicago,Member,Male,Food and beverages,235.8,247.59,02/03/2019,14:35,Credit card,6
366-43-6862,B,Chicago,Normal,Male,Electronic accessories,211.56,222.138,3/25/2019,16:32,Ewallet,6.7
186-43-8965,A,Nueva York,Member,Female,Home and lifestyle,95.36,100.128,2/24/2019,10:10,Credit card,4.1
784-21-9238,C,Houston,Member,Male,Sports and travel,10.17,10.6785,02/07/2019,14:15,Cash,5.9
276-75-6884,A,Nueva York,Normal,Female,Health and beauty,206.13,216.4365,03/04/2019,10:05,Cash,8.7
109-86-4363,B,Chicago,Member,Female,Sports and travel,420.56,441.588,2/14/2019,11:36,Credit card,4.5
569-76-2760,A,Nueva York,Member,Female,Sports and travel,88.04,92.442,1/29/2019,18:15,Credit card,6.6
222-42-0244,B,Chicago,Member,Female,Health and beauty,648.99,681.4395,1/28/2019,13:53,Credit card,7.7
760-53-9233,A,Nueva York,Member,Male,Fashion accessories,123.84,130.032,3/26/2019,18:37,Credit card,8.5
538-22-0304,C,Houston,Normal,Male,Electronic accessories,649.5,681.975,3/24/2019,18:27,Cash,5.2
416-17-9926,A,Nueva York,Member,Female,Electronic accessories,742.2,779.31,01/01/2019,14:42,Credit card,4.3
237-44-6163,A,Nueva York,Normal,Male,Electronic accessories,84.48,88.704,1/24/2019,17:43,Cash,7.6
636-17-0325,B,Chicago,Normal,Male,Health and beauty,250.28,262.794,2/25/2019,18:37,Cash,9.5
343-75-9322,B,Chicago,Member,Female,Sports and travel,94.8,99.54,01/09/2019,16:34,Cash,4.1
528-14-9470,A,Nueva York,Member,Male,Health and beauty,91.3,95.865,2/14/2019,14:42,Ewallet,9.2
427-45-9297,B,Chicago,Member,Female,Home and lifestyle,285.11,299.3655,03/12/2019,11:01,Ewallet,5.4
807-34-3742,A,Nueva York,Normal,Male,Fashion accessories,52.38,54.999,3/26/2019,19:44,Cash,5.8
288-62-1085,A,Nueva York,Member,Male,Fashion accessories,192.7,202.335,01/09/2019,13:34,Ewallet,5.6
670-71-7306,B,Chicago,Normal,Male,Sports and travel,267.78,281.169,01/02/2019,20:08,Credit card,5.1
660-29-7083,C,Houston,Normal,Male,Electronic accessories,558.7,586.635,1/15/2019,15:01,Cash,5.8
271-77-8740,C,Houston,Member,Female,Sports and travel,175.32,184.086,01/01/2019,11:40,Ewallet,5
497-36-0989,A,Nueva York,Normal,Male,Fashion accessories,155.82,163.611,2/15/2019,15:21,Cash,7.9
291-59-1384,B,Chicago,Normal,Male,Electronic accessories,60.3,63.315,2/28/2019,17:38,Cash,6
860-73-6466,A,Nueva York,Member,Female,Sports and travel,78.94,82.887,03/02/2019,16:16,Credit card,5
549-23-9016,C,Houston,Member,Female,Food and beverages,29.74,31.227,2/13/2019,18:15,Credit card,8.9
896-34-0956,A,Nueva York,Normal,Male,Fashion accessories,21.32,22.386,1/26/2019,12:43,Cash,5.9
804-38-3935,A,Nueva York,Member,Male,Electronic accessories,281.34,295.407,1/30/2019,11:32,Credit card,5.9
585-90-0249,A,Nueva York,Member,Male,Electronic accessories,73.26,76.923,1/27/2019,18:08,Ewallet,9.7
862-29-5914,C,Houston,Normal,Female,Sports and travel,22.38,23.499,1/30/2019,17:08,Credit card,8.6
845-94-6841,C,Houston,Member,Female,Food and beverages,655.92,688.716,01/08/2019,19:38,Cash,4
125-45-2293,A,Nueva York,Normal,Female,Fashion accessories,594.6,624.33,1/19/2019,13:11,Cash,4.2
843-73-4724,A,Nueva York,Normal,Male,Fashion accessories,74.1,77.805,1/25/2019,11:05,Cash,9.2
409-33-9708,A,Nueva York,Normal,Female,Fashion accessories,196.96,206.808,2/19/2019,10:12,Ewallet,9.2
658-66-3967,C,Houston,Normal,Male,Health and beauty,372.33,390.9465,1/14/2019,15:42,Ewallet,5
866-70-2814,B,Chicago,Normal,Female,Electronic accessories,527.9,554.295,2/25/2019,11:58,Ewallet,10
160-22-2687,A,Nueva York,Member,Female,Health and beauty,479.75,503.7375,1/23/2019,14:21,Ewallet,8.8
895-03-6665,B,Chicago,Normal,Female,Fashion accessories,328.59,345.0195,2/16/2019,10:52,Cash,4.2
770-42-8960,B,Chicago,Normal,Male,Food and beverages,168.96,177.408,01/01/2019,19:31,Cash,6.3
748-45-2862,A,Nueva York,Member,Female,Home and lifestyle,113.24,118.902,03/07/2019,18:35,Cash,8.2
234-36-2483,B,Chicago,Normal,Male,Health and beauty,345.54,362.817,2/15/2019,13:51,Cash,5.1
316-66-3011,A,Nueva York,Member,Female,Food and beverages,428.67,450.1035,1/23/2019,12:35,Cash,5
848-95-6252,C,Houston,Member,Female,Home and lifestyle,86.27,90.5835,2/20/2019,13:24,Ewallet,7
840-76-5966,A,Nueva York,Member,Male,Sports and travel,25.52,26.796,01/08/2019,18:06,Ewallet,7.8
152-03-4217,B,Chicago,Normal,Female,Home and lifestyle,101.52,106.596,3/17/2019,11:55,Credit card,4.3
533-66-5566,B,Chicago,Normal,Female,Home and lifestyle,357.49,375.3645,01/12/2019,11:42,Cash,7
124-31-1458,A,Nueva York,Member,Female,Electronic accessories,238.77,250.7085,01/08/2019,14:30,Cash,6.6
176-78-1170,C,Houston,Member,Male,Health and beauty,101.43,106.5015,1/26/2019,15:11,Ewallet,7.3
361-59-0574,B,Chicago,Member,Male,Sports and travel,724.24,760.452,3/15/2019,14:48,Credit card,6.5
101-81-4070,C,Houston,Member,Female,Health and beauty,125.64,131.922,1/17/2019,12:36,Ewallet,4.9
631-34-1880,C,Houston,Member,Male,Food and beverages,72.93,76.5765,01/08/2019,19:09,Credit card,4.3
852-82-2749,A,Nueva York,Normal,Male,Sports and travel,258.36,271.278,01/06/2019,13:35,Ewallet,9.3
873-14-6353,A,Nueva York,Member,Male,Food and beverages,173.74,182.427,2/16/2019,10:33,Credit card,7.1
584-66-4073,C,Houston,Normal,Male,Fashion accessories,56.5,59.325,3/13/2019,15:45,Ewallet,9.6
544-55-9589,B,Chicago,Member,Female,Electronic accessories,214.3,225.015,1/28/2019,11:51,Cash,6.2
166-19-2553,A,Nueva York,Member,Male,Sports and travel,534.36,561.078,1/18/2019,17:26,Cash,9.9
737-88-5876,A,Nueva York,Member,Male,Home and lifestyle,93.16,97.818,3/19/2019,11:52,Credit card,5.9
154-87-7367,C,Houston,Normal,Male,Home and lifestyle,522.08,548.184,3/15/2019,14:04,Ewallet,6.3
885-56-0389,C,Houston,Member,Male,Fashion accessories,52.35,54.9675,02/12/2019,17:49,Cash,4
608-05-3804,B,Chicago,Member,Male,Electronic accessories,39.75,41.7375,2/25/2019,20:19,Cash,6.1
448-61-3783,A,Nueva York,Normal,Female,Electronic accessories,720.16,756.168,3/21/2019,16:08,Credit card,4.5
761-49-0439,B,Chicago,Member,Female,Electronic accessories,96.8,101.64,1/19/2019,10:17,Ewallet,8.6
490-95-0021,B,Chicago,Member,Female,Food and beverages,332.1,348.705,01/08/2019,14:25,Ewallet,6
115-38-7388,C,Houston,Member,Female,Fashion accessories,81.44,85.512,3/30/2019,12:51,Credit card,9.5
311-13-6971,B,Chicago,Member,Male,Sports and travel,319.9,335.895,2/20/2019,15:18,Credit card,9.9
291-55-6563,A,Nueva York,Member,Female,Home and lifestyle,206.52,216.846,3/30/2019,12:45,Ewallet,7.5
548-48-3156,A,Nueva York,Member,Female,Food and beverages,166.68,175.014,3/19/2019,13:37,Cash,7.6
460-93-5834,A,Nueva York,Normal,Male,Sports and travel,319.06,335.013,1/13/2019,10:03,Cash,5
325-89-4209,A,Nueva York,Member,Male,Food and beverages,87.9,92.295,02/05/2019,19:42,Ewallet,6.7
884-80-6021,A,Nueva York,Member,Female,Electronic accessories,734.7,771.435,3/23/2019,13:14,Ewallet,9.5
137-74-8729,C,Houston,Normal,Female,Fashion accessories,97.52,102.396,3/13/2019,12:47,Ewallet,6.8
880-46-5796,A,Nueva York,Member,Male,Sports and travel,769.2,807.66,3/17/2019,19:53,Ewallet,5.6
389-70-2397,C,Houston,Normal,Female,Health and beauty,418.3,439.215,2/21/2019,10:26,Cash,7.2
114-35-5271,B,Chicago,Normal,Female,Electronic accessories,463.28,486.444,02/07/2019,15:06,Cash,8.1
607-76-6216,C,Houston,Member,Female,Fashion accessories,462.45,485.5725,03/02/2019,16:35,Credit card,8.6
715-20-1673,B,Chicago,Normal,Male,Electronic accessories,141.9,148.995,03/06/2019,20:57,Cash,9.4
811-35-1094,B,Chicago,Member,Male,Electronic accessories,302.7,317.835,02/06/2019,15:16,Credit card,8.9
699-88-1972,B,Chicago,Normal,Male,Health and beauty,793.28,832.944,1/28/2019,17:47,Credit card,4.2
781-84-8059,C,Houston,Normal,Male,Fashion accessories,425.18,446.439,1/18/2019,16:23,Ewallet,5
409-49-6995,C,Houston,Member,Female,Food and beverages,283.62,297.801,02/05/2019,10:17,Cash,8.8
725-54-0677,C,Houston,Member,Male,Health and beauty,599.2,629.16,03/02/2019,13:50,Cash,5.3
146-09-5432,A,Nueva York,Member,Male,Food and beverages,315.36,331.128,02/09/2019,19:17,Ewallet,4.6
377-79-7592,C,Houston,Member,Female,Electronic accessories,403.56,423.738,1/14/2019,14:00,Credit card,7.5
509-10-0516,B,Chicago,Normal,Male,Home and lifestyle,183.88,193.074,02/09/2019,12:02,Ewallet,5.1
595-94-9924,A,Nueva York,Member,Female,Health and beauty,138.65,145.5825,3/26/2019,20:21,Credit card,4.2
865-41-9075,A,Nueva York,Normal,Male,Food and beverages,80.71,84.7455,1/28/2019,17:35,Cash,8.1
545-07-8534,C,Houston,Normal,Female,Health and beauty,116.64,122.472,2/14/2019,12:42,Ewallet,6
118-62-1812,C,Houston,Member,Female,Home and lifestyle,313.52,329.196,3/24/2019,17:56,Cash,7.9
450-42-3339,C,Houston,Normal,Male,Health and beauty,846.1,888.405,02/09/2019,18:58,Credit card,8.8
851-98-3555,B,Chicago,Normal,Female,Health and beauty,414.4,435.12,3/24/2019,14:08,Credit card,6.6
186-71-5196,A,Nueva York,Member,Female,Food and beverages,159.08,167.034,3/27/2019,16:30,Ewallet,6.2
624-01-8356,B,Chicago,Normal,Female,Home and lifestyle,490.1,514.605,1/27/2019,10:44,Credit card,4.2
313-66-9943,B,Chicago,Member,Female,Food and beverages,87.45,91.8225,3/27/2019,20:29,Credit card,7.3
151-27-8496,C,Houston,Normal,Female,Electronic accessories,224.52,235.746,1/19/2019,11:43,Ewallet,8.6
453-33-6436,A,Nueva York,Normal,Female,Home and lifestyle,744.96,782.208,02/07/2019,10:09,Cash,6.8
522-57-8364,A,Nueva York,Member,Male,Fashion accessories,410.72,431.256,1/31/2019,10:00,Ewallet,7.6
459-45-2396,A,Nueva York,Member,Female,Food and beverages,298.8,313.74,2/25/2019,18:45,Cash,5.8
717-96-4189,C,Houston,Normal,Female,Electronic accessories,212.94,223.587,02/02/2019,12:40,Cash,4.1
722-13-2115,C,Houston,Member,Male,Sports and travel,42.85,44.9925,3/14/2019,15:36,Credit card,9.3
749-81-8133,A,Nueva York,Normal,Female,Fashion accessories,378.68,397.614,03/11/2019,12:04,Cash,6.8
777-67-2495,B,Chicago,Normal,Male,Home and lifestyle,206.91,217.2555,2/22/2019,11:26,Ewallet,8.7
636-98-3364,B,Chicago,Member,Female,Electronic accessories,78.78,82.719,03/02/2019,12:36,Ewallet,6.3
246-55-6923,C,Houston,Member,Female,Home and lifestyle,322.11,338.2155,03/10/2019,15:06,Credit card,5.1
181-82-6255,B,Chicago,Normal,Female,Home and lifestyle,98.22,103.131,02/08/2019,10:58,Cash,7
838-02-1821,C,Houston,Member,Female,Home and lifestyle,25.46,26.733,2/22/2019,12:10,Credit card,5.2
887-42-0517,C,Houston,Normal,Female,Sports and travel,581.98,611.079,01/10/2019,10:31,Credit card,6.6
457-12-0244,C,Houston,Member,Female,Sports and travel,211.32,221.886,3/14/2019,13:49,Ewallet,6.5
226-34-0034,B,Chicago,Normal,Female,Electronic accessories,55.12,57.876,01/10/2019,11:10,Ewallet,9
321-49-7382,B,Chicago,Member,Male,Sports and travel,88.31,92.7255,2/15/2019,17:38,Credit card,5.2
397-25-8725,A,Nueva York,Member,Female,Health and beauty,356.58,374.409,1/13/2019,17:54,Credit card,6.8
431-66-2305,B,Chicago,Normal,Female,Electronic accessories,794.25,833.9625,2/15/2019,20:51,Credit card,7.6
825-94-5922,B,Chicago,Normal,Male,Sports and travel,50.62,53.151,03/02/2019,19:26,Ewallet,7.2
641-62-7288,B,Chicago,Normal,Male,Home and lifestyle,599.52,629.496,3/24/2019,13:33,Ewallet,7.1
756-93-1854,C,Houston,Member,Female,Fashion accessories,166.7,175.035,02/02/2019,14:05,Credit card,9.5
243-55-8457,A,Nueva York,Normal,Female,Food and beverages,744.4,781.62,2/27/2019,11:40,Ewallet,5.1
458-10-8612,C,Houston,Normal,Male,Health and beauty,448.56,470.988,1/20/2019,12:27,Ewallet,7.6
501-61-1753,B,Chicago,Normal,Female,Home and lifestyle,378.9,397.845,01/03/2019,20:24,Ewallet,9.8
235-06-8510,C,Houston,Member,Male,Home and lifestyle,257.16,270.018,1/24/2019,20:59,Ewallet,5.1
433-08-7822,C,Houston,Normal,Female,Health and beauty,552.23,579.8415,01/05/2019,19:48,Ewallet,7.5
361-85-2571,A,Nueva York,Normal,Female,Sports and travel,447.4,469.77,3/30/2019,10:18,Cash,7.4
131-70-8179,A,Nueva York,Member,Female,Health and beauty,276.27,290.0835,2/17/2019,16:27,Cash,4.2
500-02-2261,C,Houston,Normal,Female,Food and beverages,343.74,360.927,3/21/2019,17:04,Ewallet,5.9
720-72-2436,A,Nueva York,Normal,Male,Food and beverages,266.08,279.384,03/02/2019,18:14,Ewallet,6.9
702-83-5291,C,Houston,Member,Male,Fashion accessories,898.38,943.299,3/27/2019,10:43,Cash,6.6
809-69-9497,A,Nueva York,Normal,Female,Home and lifestyle,456.8,479.64,1/19/2019,19:30,Ewallet,5.7
449-16-6770,A,Nueva York,Normal,Male,Health and beauty,253.95,266.6475,2/19/2019,14:53,Credit card,5.3
333-23-2632,A,Nueva York,Member,Male,Health and beauty,70.56,74.088,3/28/2019,20:14,Cash,4.2
489-82-1237,A,Nueva York,Normal,Female,Electronic accessories,657.16,690.018,01/05/2019,11:51,Credit card,7.3
859-97-6048,C,Houston,Member,Male,Electronic accessories,168.5,176.925,3/26/2019,14:13,Credit card,5.3
676-10-2200,B,Chicago,Member,Male,Fashion accessories,53.78,56.469,02/03/2019,20:13,Ewallet,4.7
373-88-1424,C,Houston,Member,Male,Home and lifestyle,179.05,188.0025,02/06/2019,18:44,Ewallet,7.9
365-16-4334,B,Chicago,Normal,Female,Food and beverages,211.44,222.012,2/24/2019,14:26,Ewallet,8.9
503-21-4385,B,Chicago,Member,Male,Health and beauty,119.73,125.7165,2/21/2019,12:40,Ewallet,9.3
305-89-2768,B,Chicago,Member,Female,Home and lifestyle,65.7,68.985,01/09/2019,18:43,Ewallet,4.7
574-80-1489,B,Chicago,Member,Female,Food and beverages,251.4,263.97,2/25/2019,13:22,Ewallet,8.7
784-08-0310,C,Houston,Member,Female,Food and beverages,84.16,88.368,1/13/2019,13:58,Cash,7.6
200-40-6154,B,Chicago,Member,Male,Home and lifestyle,395.46,415.233,02/09/2019,11:45,Cash,5.7
846-10-0341,A,Nueva York,Normal,Female,Fashion accessories,297.99,312.8895,01/06/2019,11:51,Cash,6.8
577-34-7579,C,Houston,Member,Male,Food and beverages,454.41,477.1305,01/10/2019,17:16,Cash,5.4
430-02-3888,B,Chicago,Normal,Male,Electronic accessories,276.12,289.926,02/07/2019,15:55,Cash,7.1
867-47-1948,C,Houston,Normal,Female,Home and lifestyle,158,165.9,01/09/2019,12:07,Cash,7.8
384-59-6655,A,Nueva York,Member,Female,Food and beverages,887.94,932.337,2/19/2019,15:07,Cash,8.4
256-58-3609,C,Houston,Member,Male,Fashion accessories,91.98,96.579,3/18/2019,15:29,Cash,9.8
324-92-3863,A,Nueva York,Member,Male,Electronic accessories,41.78,43.869,02/05/2019,18:45,Cash,9.8
593-08-5916,A,Nueva York,Normal,Female,Fashion accessories,15.5,16.275,3/19/2019,15:23,Credit card,7.4
364-34-2972,C,Houston,Member,Male,Electronic accessories,290.46,304.983,3/30/2019,20:37,Cash,6.7
794-42-3736,B,Chicago,Normal,Male,Food and beverages,66.66,69.993,1/26/2019,14:41,Credit card,6.4
172-42-8274,B,Chicago,Normal,Female,Electronic accessories,76.54,80.367,03/02/2019,18:18,Credit card,5.8
558-60-5016,A,Nueva York,Normal,Female,Home and lifestyle,299.7,314.685,03/04/2019,15:27,Ewallet,7.2
195-06-0432,A,Nueva York,Member,Male,Home and lifestyle,243.03,255.1815,1/13/2019,12:55,Credit card,9.3
605-03-2706,A,Nueva York,Normal,Female,Health and beauty,47.4,49.77,3/25/2019,18:02,Cash,9.5
214-30-2776,B,Chicago,Member,Female,Electronic accessories,172.45,181.0725,03/11/2019,19:44,Credit card,9
746-04-1077,B,Chicago,Member,Female,Food and beverages,846.3,888.615,01/01/2019,11:36,Credit card,9
448-34-8700,B,Chicago,Member,Male,Home and lifestyle,258.37,271.2885,02/10/2019,13:51,Ewallet,6.7
452-04-8808,B,Chicago,Normal,Male,Electronic accessories,609.56,640.038,1/26/2019,15:17,Cash,5.5
531-56-4728,A,Nueva York,Normal,Male,Home and lifestyle,240.24,252.252,02/11/2019,15:29,Cash,5.4
744-82-9138,C,Houston,Normal,Male,Fashion accessories,172.26,180.873,02/07/2019,17:59,Cash,8.2
883-69-1285,B,Chicago,Member,Male,Fashion accessories,99.84,104.832,03/06/2019,11:55,Credit card,7
221-25-5073,A,Nueva York,Normal,Female,Food and beverages,298.64,313.572,03/04/2019,10:39,Cash,8.5
518-71-6847,B,Chicago,Member,Male,Food and beverages,159.6,167.58,2/26/2019,15:10,Ewallet,4.9
156-20-0370,B,Chicago,Normal,Female,Electronic accessories,25.45,26.7225,03/10/2019,18:10,Credit card,5.1
151-33-7434,B,Chicago,Normal,Female,Food and beverages,67.77,71.1585,02/04/2019,20:43,Credit card,6.5
728-47-9078,C,Houston,Member,Male,Food and beverages,238.36,250.278,1/19/2019,12:46,Cash,9.8
809-46-1866,A,Nueva York,Normal,Male,Health and beauty,232.6,244.23,1/23/2019,17:44,Cash,8.4
139-32-4183,A,Nueva York,Member,Female,Sports and travel,877.32,921.186,3/14/2019,14:19,Ewallet,7.4
148-41-7930,C,Houston,Normal,Male,Health and beauty,699.72,734.706,1/23/2019,10:33,Cash,6.1
189-40-5216,C,Houston,Normal,Male,Electronic accessories,674.59,708.3195,01/09/2019,11:40,Cash,6
374-38-5555,B,Chicago,Normal,Female,Fashion accessories,318.55,334.4775,02/07/2019,19:30,Ewallet,8.5
764-44-8999,B,Chicago,Normal,Female,Health and beauty,29.52,30.996,2/18/2019,14:42,Ewallet,4.3
552-44-5977,B,Chicago,Member,Male,Health and beauty,496,520.8,01/03/2019,19:08,Credit card,6.2
267-62-7380,C,Houston,Member,Male,Electronic accessories,823.4,864.57,3/29/2019,19:12,Ewallet,4.3
430-53-4718,B,Chicago,Member,Male,Health and beauty,602.96,633.108,1/28/2019,15:46,Credit card,8.4
